site_name,latitude,longitude,country,state,commodity,orebody_type,development_status,label_gold,ID_MUESTRA,lat,lon,Au_ppm,As_ppm,Cu_ppm,Fe_ppm,Sb_ppm,PROYECTO,FECHA_MUESTREO,elev,lithology,formation_age,formation,mag_anomaly,grav_anomaly,dist_fault,dist_river,watershed_id,infra_distance,slope,aspect,curvature,hillshade,elevation_percentile,twi,flow_accumulation,NDVI,Clay_Index,Iron_Index
,,,,,,,,0,2.0,1.1267166703159828,-73.45782075479958,0.0343151759269787,0.3265533933158797,8.5735600958138,329.0110463384458,0.5339741356002103,Proyecto_3,2020-01-02,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,3.0,9.17429363447866,-74.7228365565089,0.0613197349744371,0.4312293227137515,13.529065211329383,2657.645812057443,0.1072636957206846,Proyecto_1,2020-01-03,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,4.0,7.739185858815989,-68.62444649978855,0.0614447199651846,0.2384111114447014,8.473519002247723,1098.6502021656015,0.6571313014664352,Proyecto_1,2020-01-04,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,1,5.0,2.4287434596574897,-68.38406375742898,0.1857355831740949,1.744075886916005,0.908225340603246,327.1832529403464,1.2437012711565267,Proyecto_1,2020-01-05,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,6.0,5.595339146476258,-67.64863915022566,0.0016812232710668,0.2152832254025183,4.585070872063903,320.0385269554225,0.1053231288120317,Proyecto_2,2020-01-06,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,7.0,8.580830126174053,-73.3086054064152,0.0179438223122434,2.4885069344736745,0.5060653271131809,311.7187757980246,0.3099892012795497,Proyecto_1,2020-01-07,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,8.0,4.815451852068107,-75.52299709051174,0.0623489469602775,2.047477675908484,8.539932983097486,2931.44004191093,0.0745036827389872,Proyecto_1,2020-01-08,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,9.0,4.289703175324619,-71.82212330662617,0.0405101046782685,0.4876776660874019,0.6259861881783747,1288.0163979928072,0.1070824283783862,Proyecto_3,2020-01-09,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,10.0,1.237123059641009,-72.20125281670099,0.0930222536257701,0.9124539218668568,6.359969963812477,589.7113141457583,0.6728105942684629,Proyecto_1,2020-01-10,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,11.0,4.709869202584552,-76.80031762701812,0.0194128519979937,0.47454502741893,10.085894725853189,2376.203298152058,1.0618459705119592,Proyecto_3,2020-01-11,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,12.0,3.915755954795881,-77.305104305453,0.0230999587130322,0.600351626861996,5.037568079984328,256.9803567383327,0.2271798199046766,Proyecto_1,2020-01-12,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,13.0,7.142324549793304,-77.73583247754851,0.0766336772522149,1.0477462345793471,2.310457444700367,831.7690875395868,0.0202436350563385,Proyecto_2,2020-01-13,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,14.0,3.580953072445158,-72.72083321900871,0.0207514493719824,0.3210798023982877,21.72913665769133,1380.8174796492744,0.2324629570208836,Proyecto_2,2020-01-14,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,15.0,7.140174259817138,-75.60850066721359,0.0399119142047463,0.1822854885808125,7.982082026922797,544.3115892492082,0.09777192039286,Proyecto_2,2020-01-15,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,16.0,3.6007646907628548,-69.23361583349694,0.0209293969188204,0.1547687779452013,6.068093628474287,1555.100724290411,0.323057446050949,Proyecto_3,2020-01-16,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,17.0,4.968993861505108,-78.01398876990972,0.04649503757338,0.9550529126547184,1.6823651570840688,425.8473560528312,0.2915638635876105,Proyecto_1,2020-01-17,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,18.0,1.3968210820296567,-71.99433288025148,0.0147315365716237,1.6421500144627583,7.344791201820037,2385.1207961448035,0.3839733812543012,Proyecto_2,2020-01-18,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,19.0,10.298217456166606,-69.44562789921602,0.001801874511267,0.2471526449651785,6.974391776309284,94.36599048923,0.133497264462584,Proyecto_1,2020-01-19,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,1,20.0,1.6480036101547904,-78.63149881646885,0.1393006906090198,0.6228201831194002,4.081087128902783,3640.139833907607,0.078132762594679,Proyecto_1,2020-01-20,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,21.0,3.353102828475354,-77.49966913370162,0.0640330714769991,0.4998655064226266,2.398456310376031,55.5208909795256,0.5225164122813492,Proyecto_2,2020-01-21,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,22.0,5.306167607929414,-77.34617308762067,0.0832583594499106,0.5569072260621879,8.713402329082063,74.95359346143692,0.4547717309113089,Proyecto_3,2020-01-22,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,23.0,9.19806506585894,-71.7990102889308,0.0640368086515511,0.3979429603575552,0.6096891203901541,2057.728010691226,0.9789479644571868,Proyecto_1,2020-01-23,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,24.0,9.093466393342435,-74.39557528866916,0.0486877375176851,0.534355354001852,2.9817413099825334,581.9364047565438,0.2415820166000807,Proyecto_1,2020-01-24,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,25.0,6.067787128861745,-74.04558857946785,0.0042566239050634,1.185643980299751,5.138659713137777,965.386611524956,0.2273519843672017,Proyecto_2,2020-01-25,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,26.0,9.630574115973005,-73.26422555822718,0.0303605491442639,0.4285267006649714,3.914711910871068,239.43914519925403,1.3965021671245526,Proyecto_1,2020-01-26,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,27.0,6.753507809628832,-74.08311106052736,0.0626460210036673,0.8771206767112589,1.971776850695334,631.435790670102,1.5784394545154503,Proyecto_2,2020-01-27,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,28.0,8.108315411679463,-74.40425821845137,0.0470292319316356,0.8052743794404528,0.3045567460097683,1654.3090235920297,0.57519244689334,Proyecto_1,2020-01-28,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,1,29.0,4.955348670222407,-70.1360719699066,0.1235580085744832,1.468126833938214,8.806569869561143,203.2199159238024,0.8544443281025779,Proyecto_3,2020-01-29,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,1,30.0,9.515522417938843,-71.8993072530883,0.136647796883922,1.8203425543647944,2.0434703741748788,1045.0438603693835,0.0341604034810608,Proyecto_1,2020-01-30,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,31.0,6.571987737124676,-72.15819091023941,0.0235685678548148,2.5869655961391413,0.4601039718335605,335.54445121747136,0.0422751208651296,Proyecto_1,2020-01-31,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,32.0,9.392009321252637,-75.71254162695757,0.0269285013812471,0.1582321344112648,0.9788702918385606,3070.8347076249725,0.234204466597357,Proyecto_3,2020-02-01,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,33.0,6.316029222088253,-71.48251651613755,0.0158262732977146,0.7145781659709532,2.575573901056236,274.7652665086611,0.2716080866488695,Proyecto_2,2020-02-02,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,34.0,3.716039227067845,-76.36369032926743,0.043517765062727,1.0877371785378798,6.7406458753052645,1309.522525722267,0.2349652723059327,Proyecto_1,2020-02-03,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,35.0,5.421175273003206,-68.38668328528746,0.0567793372274517,1.0252386784690684,2.3647475254808064,1215.2621658161945,0.4793382898090538,Proyecto_2,2020-02-04,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,36.0,5.961358574585592,-72.30658455437042,0.0628593462854592,1.2438197548979408,7.584282891662254,581.4933803802152,0.7511426306705989,Proyecto_1,2020-02-05,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,37.0,8.888336454899402,-69.98171202770145,0.0212244384465084,0.4816843906800558,7.232083520440479,1831.09725753467,0.2600368035772283,Proyecto_1,2020-02-06,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,38.0,9.877015230418149,-67.10572233597178,0.0354150030437995,0.0866775779817747,5.599190564383609,318.31983955914063,0.2210235753574898,Proyecto_1,2020-02-07,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,39.0,9.412815445584895,-68.15221842057781,0.0896234802689697,2.0877293274767577,1.2758962788519272,266.91402124855307,1.083989263273176,Proyecto_2,2020-02-08,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,40.0,8.64888695259403,-68.67293197574335,0.0632243874774332,0.2710014872484206,12.744773782980904,1333.772935926253,0.0817514853636318,Proyecto_1,2020-02-09,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,41.0,3.1489666771393394,-75.38810840644615,0.0217534721066635,0.8774305300555361,18.199098794405792,101.26235784483646,2.6401019741149927,Proyecto_1,2020-02-10,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,1,42.0,2.034217851948827,-69.01763140078167,0.1768222339318628,1.0338863628225758,1.6658843851951737,1167.8959832678188,0.605089460283935,Proyecto_3,2020-02-11,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,43.0,8.83892968547456,-70.38266914812644,0.0189224092886785,2.6986123342271577,6.182293638810704,357.21232549116826,0.7293643266557402,Proyecto_2,2020-02-12,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,44.0,8.91223356586507,-68.55308218583029,0.055722599259044,0.0368893914492933,1.7465161184258604,2701.689301236672,0.3539210381321153,Proyecto_1,2020-02-13,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,1,45.0,2.0981986247741524,-68.10631807392969,0.138627178906155,0.3093040899381442,4.790487993318005,1506.8698157108065,0.5434102268229035,Proyecto_1,2020-02-14,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,46.0,2.680340873316682,-69.64298592443524,0.0672927972632138,0.0445212255548466,2.084477808356485,609.7205974553592,0.308590387531107,Proyecto_2,2020-02-15,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,47.0,2.913941393875665,-74.6586464266199,0.0055742379971812,1.8879389644837157,4.9801303578450895,667.76323007603,0.1917176286571069,Proyecto_1,2020-02-16,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,48.0,6.723437954151789,-76.3462407717819,0.0656322416725671,0.286521709947609,0.788921059397366,2225.472610055624,1.423256864300383,Proyecto_3,2020-02-17,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,1,49.0,6.549008605510911,-75.32301212340582,0.2385844886519254,1.6376740471962727,5.595193193678222,441.32816501216,0.253804810270929,Proyecto_1,2020-02-18,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,50.0,6.061602690482001,-73.00156169928913,0.0062782014504666,0.5492919101686154,1.262620009659325,263.0199505277434,0.8026377048249461,Proyecto_3,2020-02-19,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,51.0,9.478410744788404,-78.23068074997491,0.0505879933134291,0.0222831072725627,0.4656999865463118,25.252343843311102,0.2594219355912678,Proyecto_1,2020-02-20,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,1,52.0,11.425304934016133,-71.67808950156906,0.1331648698142672,1.3141425606619357,4.640986477080469,1110.0799143987265,0.2995490871087404,Proyecto_2,2020-02-21,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,1,53.0,2.9539260071523152,-68.77862803038974,0.2221801347229267,0.4557519059696355,6.170979073259896,1312.5508145905835,0.4827319525972003,Proyecto_2,2020-02-22,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,54.0,5.954024781660247,-67.78658053611136,0.0278072278347963,0.3647576890486437,7.653398888049847,1014.1836813545322,1.8468619900936527,Proyecto_3,2020-02-23,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,55.0,7.364437972001051,-73.73483111060716,0.042488822410831,0.804938295629559,2.644621849207364,2487.132356527147,0.3060371866871298,Proyecto_2,2020-02-24,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,56.0,4.87361540697,-75.48246241692493,0.005383393134304,0.5004134730475517,5.435152658884696,113.29938089381304,0.0801165685659138,Proyecto_3,2020-02-25,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,57.0,7.221963674163693,-72.75883901701295,0.0472341734315997,0.6030608282100288,2.134507008800907,985.3245458061352,0.8111642061993911,Proyecto_3,2020-02-26,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,58.0,6.276086094388561,-71.12366806772411,0.0555548236146614,0.2066933941003826,8.810655550183654,826.8862850917814,0.6384218579972849,Proyecto_2,2020-02-27,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,59.0,7.745093925723915,-78.5840874794902,0.0051263752119933,0.1329019447507928,12.622344810282751,606.2364173266026,1.051757445285029,Proyecto_1,2020-02-28,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,60.0,4.173175209482305,-75.62476378670726,0.0265331291804781,0.947280033947617,1.54158831311332,265.53258487482003,0.572186942955756,Proyecto_1,2020-02-29,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,61.0,7.280200331553518,-78.60629042860045,0.003469713512388,3.715253403583668,1.9744626844227409,226.95879415252813,0.5802560022950092,Proyecto_1,2020-03-01,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,62.0,3.2669858818936617,-76.42161502586731,0.0003966819061253,0.8532655438102431,9.052480217272862,86.81273064993745,0.5848211211883693,Proyecto_2,2020-03-02,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,63.0,9.640592395386255,-73.88799488648613,0.0290671121208258,1.206434879405966,7.967565214693918,1359.9705820932045,1.0267399287538013,Proyecto_1,2020-03-03,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,64.0,10.967436182466734,-70.35341536174278,0.0537062991136021,0.4354324910197731,4.296003755439449,933.1608436474492,0.152743084158738,Proyecto_2,2020-03-04,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,65.0,9.396983028913164,-68.86139932528987,0.0421643415832434,0.0818570875449654,3.78009208069808,205.66579716989764,0.3036717988281484,Proyecto_1,2020-03-05,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,66.0,4.918482943775599,-71.94532898363352,0.0810402439221688,4.287702301019381,8.442356242856071,675.6112119318735,0.1317843046689416,Proyecto_1,2020-03-06,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,67.0,5.147605702218398,-76.45420576149644,0.0698691649646396,0.4999957448218584,0.6897504086450443,824.0334395364639,0.1897030241411789,Proyecto_2,2020-03-07,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,68.0,7.239616678841733,-74.11544088544431,0.0171582307124385,0.3269844827093272,3.0894898336078613,2642.846419234942,0.4460884917854438,Proyecto_2,2020-03-08,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,69.0,8.293653031402666,-68.69407538154465,0.0350208420590296,0.6359927055308272,0.5239260279075402,14.9255751501988,0.0083662693883784,Proyecto_1,2020-03-09,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,70.0,10.059966014000874,-74.45737507926006,0.0772657414186184,1.198429579582455,0.0652942839571321,677.4625702955013,0.1789088415361647,Proyecto_3,2020-03-10,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,71.0,10.119584344526311,-72.8023173187244,0.0143362465130331,1.4901916262620722,15.091007890991651,29.588083890172072,0.5746403847641053,Proyecto_2,2020-03-11,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,1,72.0,7.741278670495273,-76.35661749752636,0.1390759929596157,2.9602850886886074,2.5251979820034625,1174.8719850014825,1.080858697658365,Proyecto_2,2020-03-12,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,1,73.0,9.148376428495208,-76.04703283186248,0.1169751999552136,0.7628492632952811,8.912030202216085,1307.70625525243,0.1637710045072236,Proyecto_1,2020-03-13,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,74.0,7.959824451495269,-76.85033347662602,0.0762241436367668,0.6212198518872396,3.3468385186220333,1014.3543575307226,0.2516177707730433,Proyecto_2,2020-03-14,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,1,75.0,9.785749081198691,-67.42434694279451,0.1982419881892656,0.1159582637751682,7.644218621484528,3029.5797213980945,0.8695348494680479,Proyecto_2,2020-03-15,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,76.0,2.840687592665043,-75.70064731474957,0.0841651050303624,0.2772734097289123,16.978629183591003,123.10807339639388,0.1517346719602682,Proyecto_3,2020-03-16,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,77.0,6.336509015022522,-76.70665478902491,0.0627268907742094,5.73356172957459,2.822774999054232,603.0134521652349,0.0598367397651877,Proyecto_3,2020-03-17,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,78.0,9.155954731166718,-67.6729877962934,0.0565527822343997,1.1448612175278143,0.6082642174122331,311.55813762151007,0.0094621983110054,Proyecto_2,2020-03-18,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,79.0,2.3848098220485707,-78.97759341076616,0.0196180920201464,0.3486275298475026,0.2813828123709342,1514.3899432763258,0.6819666902561997,Proyecto_3,2020-03-19,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,80.0,1.0915831239739184,-69.78210495662186,0.0270371098440404,0.7400719595561268,0.4582767990953924,1131.557987853719,2.3694070045087026,Proyecto_1,2020-03-20,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,81.0,7.454474126206289,-74.32197674711287,0.0144665034568683,0.2190472488113031,5.501982326717135,1059.52086777195,0.0655261762931129,Proyecto_1,2020-03-21,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,82.0,6.580847956073148,-77.76882098427879,0.0680157794863468,1.0775839530856448,20.62045278581006,628.7892546608796,0.0135830900805375,Proyecto_1,2020-03-22,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,83.0,9.50438618221142,-69.25302330326275,0.0158969115380193,0.8500442241874203,9.41480719894781,1501.010957372751,0.2684522568539318,Proyecto_1,2020-03-23,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,1,84.0,11.38307815123608,-76.10070015076722,0.2853695353630219,0.1288503898200869,4.329476437089788,1210.640781149924,0.1451736377022569,Proyecto_1,2020-03-24,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,85.0,2.933546757881542,-69.23265495753837,0.0312583027389072,1.7638597356930257,1.64815483973605,366.2406105716984,0.7388367010240997,Proyecto_1,2020-03-25,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,86.0,9.327105109682348,-74.53722796184526,0.0059174797604081,0.5831300648917076,3.286542101545546,2376.0555309746783,0.1564812758079351,Proyecto_3,2020-03-26,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,87.0,5.511093566480326,-68.46604420533015,0.0279876075182397,2.979499304668141,1.1260965515050303,429.4167207837576,0.2318389546756081,Proyecto_3,2020-03-27,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,88.0,9.10431647445257,-69.17006009901363,0.046852754423522,2.096555700688904,6.69866248450825,38.01413803702607,0.0269515385821562,Proyecto_1,2020-03-28,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,89.0,8.431912530278549,-70.90702779153844,0.0144158127081186,0.4353994032180236,2.118927940732511,214.9974074835312,0.1490594288290336,Proyecto_2,2020-03-29,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,90.0,6.215890591741226,-71.7125966149365,0.0855551267328141,0.1440353232623688,12.230858552361648,321.1114158152513,0.4180741729108755,Proyecto_3,2020-03-30,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,91.0,9.770168779173469,-76.9192035325519,0.0915351252272388,0.8235046037226222,1.5256606689835297,2162.905713516312,1.0775557758989385,Proyecto_3,2020-03-31,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,92.0,3.928002934353884,-68.56912694490892,0.0788140629516151,0.6647280152215238,7.700196224433914,2007.3336667073324,0.1142155429464422,Proyecto_1,2020-04-01,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,93.0,2.289105684541491,-77.05372427933473,0.0220944343290547,0.531607693563273,5.080069492059405,398.4341653206782,0.1764095289104978,Proyecto_2,2020-04-02,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,94.0,1.2810888073089055,-78.40703866237922,0.0331374443502157,0.2180534639433249,3.417170199483465,277.8835510666918,0.1417248695007137,Proyecto_3,2020-04-03,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,95.0,8.358607556093297,-71.33190775170937,0.0650853235113179,0.8219039431197916,6.845102620063848,543.7329329632528,0.5656198943204725,Proyecto_1,2020-04-04,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,96.0,7.382958192808722,-75.56997216509625,0.0105391009181113,0.5617932036747059,0.2487463974547338,624.0316218529186,0.5411805397806585,Proyecto_2,2020-04-05,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,1,97.0,8.46522748601672,-69.57326894457057,0.1799150355496014,3.6546631274535017,1.5556699383287107,2021.7088266356668,0.2888208026216946,Proyecto_1,2020-04-06,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,98.0,8.199057482234,-76.22610608681723,0.0031813347000242,0.2177678937866813,6.153314953338053,910.9143191738287,0.0720461589158882,Proyecto_3,2020-04-07,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,99.0,5.391756270455217,-72.07161904615177,0.0317311731249543,0.1996898034650571,2.60602722965444,396.0888463068104,0.6057695524122602,Proyecto_2,2020-04-08,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,100.0,6.047921448265988,-73.23455190698425,0.0405372514446257,1.551001786033492,2.765603701392717,556.2377127934357,0.7171354941812914,Proyecto_1,2020-04-09,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
,,,,,,,,0,101.0,11.517777831194383,-73.39775587558664,0.0203084837273949,0.5871564631235117,10.256229158923489,1273.083406796889,0.3565444427010307,Proyecto_2,2020-04-10,,Unknown,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,
